Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.36368584632873535	0	14.735294	5.146723	37.0	8.0	14.735294117647058	5.146722678099094	1002	1002
0.9755518436431885	1	29.794117	18.168783	98.0	10.0	29.794117647058822	18.16878287834044	1013	2015
1.4355347156524658	2	20.958334	12.5879545	91.0	9.0	20.958333333333332	12.587954449481547	1006	3021
1.8387908935546875	3	28.527779	15.535776	89.0	14.0	28.52777777777778	15.535776115346566	1027	4048
2.230818748474121	4	43.333332	21.314445	126.0	13.0	43.333333333333336	21.314444763013544	1040	5088
2.632572889328003	5	47.47826	19.719488	97.0	19.0	47.47826086956522	19.719488407724526	1092	6180
3.2180497646331787	6	36.142857	12.74955	75.0	13.0	36.142857142857146	12.749549811980158	1012	7192
3.6059517860412598	7	31.8125	9.654783	51.0	15.0	31.8125	9.654783464687336	1018	8210
3.992865800857544	8	37.851852	11.977459	65.0	16.0	37.851851851851855	11.977459397037492	1022	9232
4.448645830154419	9	48.857143	15.633559	72.0	22.0	48.857142857142854	15.633558880347945	1026	10258
4.849853754043579	10	61.0	16.897615	91.0	24.0	61.0	16.897615564472577	1037	11295
5.37422776222229	11	58.444443	24.404512	116.0	24.0	58.44444444444444	24.404512839095563	1052	12347
5.773537635803223	12	55.894737	28.58578	128.0	27.0	55.89473684210526	28.585779933463982	1062	13409
6.165897846221924	13	41.72	15.3844595	73.0	18.0	41.72	15.384459691519881	1043	14452
6.553618907928467	14	38.576923	10.919894	67.0	22.0	38.57692307692308	10.919893902425825	1003	15455
6.946386814117432	15	45.391304	12.716778	71.0	23.0	45.391304347826086	12.716778134604839	1044	16499
7.525582790374756	16	42.791668	10.696491	71.0	24.0	42.791666666666664	10.696491506823886	1027	17526
7.916958808898926	17	58.22222	25.902714	144.0	30.0	58.22222222222222	25.90271447713445	1048	18574
8.323362827301025	18	73.8	29.94484	151.0	35.0	73.8	29.944838175106796	1107	19681
8.7163987159729	19	74.64286	12.691996	96.0	56.0	74.64285714285714	12.691994905997936	1045	20726
9.107419729232788	20	85.333336	33.99346	151.0	51.0	85.33333333333333	33.993463423951894	1024	21750
9.682597875595093	21	76.0	23.904573	130.0	42.0	76.0	23.904572186687872	1064	22814
10.065331935882568	22	56.055557	18.313541	121.0	34.0	56.05555555555556	18.313541505376175	1009	23823
10.451205730438232	23	55.944443	12.217803	82.0	35.0	55.94444444444444	12.217802231089873	1007	24830
10.837465763092041	24	48.61905	9.073647	63.0	32.0	48.61904761904762	9.073646772915351	1021	25851
11.224731683731079	25	63.6875	14.468581	97.0	37.0	63.6875	14.468581262514995	1019	26870
11.809094905853271	26	64.8125	26.98893	127.0	27.0	64.8125	26.98893002232582	1037	27907
12.19663381576538	27	72.92857	31.8085	151.0	51.0	72.92857142857143	31.80849905677566	1021	28928
12.593878984451294	28	96.454544	21.922853	126.0	52.0	96.45454545454545	21.922854974841528	1061	29989
12.983008861541748	29	114.888885	18.669312	143.0	85.0	114.88888888888889	18.669311981873975	1034	31023
13.378267765045166	30	118.111115	38.492264	151.0	59.0	118.11111111111111	38.492263131539225	1063	32086
13.970073699951172	31	110.0	35.0628	151.0	56.0	110.0	35.062800800848756	1100	33186
14.368451833724976	32	76.57143	25.303062	151.0	46.0	76.57142857142857	25.303061039312688	1072	34258
14.75479769706726	33	66.73333	9.698568	83.0	48.0	66.73333333333333	9.698568050089778	1001	35259
15.139310836791992	34	67.26667	12.249989	92.0	52.0	67.26666666666667	12.249988662126272	1009	36268
15.535441875457764	35	74.21429	16.178375	97.0	48.0	74.21428571428571	16.178374328663786	1039	37307
16.11648464202881	36	78.61539	11.146151	96.0	57.0	78.61538461538461	11.14615119180305	1022	38329
16.500752687454224	37	100.9	29.235083	151.0	68.0	100.9	29.235081665697464	1009	39338
16.90692973136902	38	138.625	10.6058655	151.0	125.0	138.625	10.605865122657368	1109	40447
17.288567781448364	39	143.71428	8.154127	151.0	130.0	143.71428571428572	8.154127538760191	1006	41453
17.683393716812134	40	151.0	0.0	151.0	151.0	151.0	0.0	1057	42510
18.270145654678345	41	151.0	0.0	151.0	151.0	151.0	0.0	1057	43567
18.6660418510437	42	151.0	0.0	151.0	151.0	151.0	0.0	1057	44624
19.05996084213257	43	151.0	0.0	151.0	151.0	151.0	0.0	1057	45681
19.4543559551239	44	151.0	0.0	151.0	151.0	151.0	0.0	1057	46738
19.850321769714355	45	151.0	0.0	151.0	151.0	151.0	0.0	1057	47795
20.442519664764404	46	151.0	0.0	151.0	151.0	151.0	0.0	1057	48852
20.83449387550354	47	149.57143	2.3211539	151.0	145.0	149.57142857142858	2.3211538298959886	1047	49899
21.23654580116272	48	137.375	9.681651	151.0	125.0	137.375	9.681651460365634	1099	50998
21.626463890075684	49	128.5	7.905694	138.0	116.0	128.5	7.905694150420948	1028	52026
22.027761697769165	50	122.22222	12.7608595	143.0	100.0	122.22222222222223	12.760858363481647	1100	53126
22.6070499420166	51	120.44444	9.4646845	136.0	105.0	120.44444444444444	9.464684195131934	1084	54210
23.003382682800293	52	104.5	20.81466	138.0	58.0	104.5	20.81465829649865	1045	55255
23.393022775650024	53	102.7	11.619381	125.0	85.0	102.7	11.619380362136356	1027	56282
23.781275749206543	54	86.083336	13.907182	112.0	61.0	86.08333333333333	13.907182396956696	1033	57315
24.182657718658447	55	90.5	13.598407	117.0	72.0	90.5	13.59840676942217	1086	58401
24.759806871414185	56	89.333336	17.394123	123.0	59.0	89.33333333333333	17.394124167532997	1072	59473
