	Timestamp	Steps	Score	Env no.
 2019-05-26 03:51:10	11052464	  -8.0	1
 2019-05-26 03:52:11	11087520	  -16.0	1
 2019-05-26 03:53:27	11131808	  -9.0	1
 2019-05-26 03:54:32	11168880	  -17.0	1
 2019-05-26 03:55:34	11205056	  -16.0	1
 2019-05-26 03:56:47	11246976	  -13.0	1
 2019-05-26 03:57:52	11284560	  -14.0	1
 2019-05-26 03:58:44	11314688	  -18.0	1
 2019-05-26 04:00:12	11365664	  -12.0	1
 2019-05-26 04:01:20	11405328	  -17.0	1
 2019-05-26 04:02:23	11442304	  -17.0	1
 2019-05-26 04:03:48	11490528	  -14.0	1
 2019-05-26 04:05:02	11533040	  -18.0	1
 2019-05-26 04:06:22	11579024	  -11.0	1
 2019-05-26 04:07:58	11634416	  -12.0	1
 2019-05-26 04:09:17	11679872	  -14.0	1
 2019-05-26 04:10:54	11735408	  -6.0	1
 2019-05-26 04:12:36	11794960	  -9.0	1
 2019-05-26 04:14:02	11844944	  -10.0	1
 2019-05-26 04:15:49	11906688	  -2.0	1
 2019-05-26 04:17:24	11960976	  -8.0	1
 2019-05-26 04:19:03	12018224	  -9.0	1
 2019-05-26 04:20:17	12061088	  -11.0	1
 2019-05-26 04:21:53	12115376	  -7.0	1
 2019-05-26 04:23:32	12173312	  -9.0	1
 2019-05-26 04:24:54	12220368	  -12.0	1
 2019-05-26 04:26:25	12272176	  -7.0	1
 2019-05-26 04:27:54	12323312	  -12.0	1
 2019-05-26 04:29:35	12381776	  -8.0	1
 2019-05-26 04:30:51	12425600	  -13.0	1
 2019-05-26 04:32:19	12476608	  -9.0	1
 2019-05-26 04:34:08	12539472	  -9.0	1
 2019-05-26 04:35:47	12596176	  -10.0	1
 2019-05-26 04:37:09	12643920	  -12.0	1
 2019-05-26 04:39:01	12708288	  -1.0	1
 2019-05-26 04:40:57	12775408	  2.0	1
 2019-05-26 04:42:41	12835840	  7.0	1
 2019-05-26 04:44:25	12896608	  -6.0	1
 2019-05-26 04:45:52	12946512	  -11.0	1
 2019-05-26 04:47:28	13001888	  -9.0	1
 2019-05-26 04:49:06	13058736	  -9.0	1
 2019-05-26 04:50:58	13123632	  -3.0	1
 2019-05-26 04:52:58	13192832	  -7.0	1
 2019-05-26 04:54:48	13256608	  -9.0	1
 2019-05-26 04:56:33	13317360	  -6.0	1
 2019-05-26 04:58:07	13371360	  -13.0	1
 2019-05-26 04:59:37	13423392	  -6.0	1
 2019-05-26 05:00:50	13466384	  14.0	1
 2019-05-26 05:02:59	13543008	  1.0	1
 2019-05-26 05:05:11	13620944	  2.0	1
 2019-05-26 05:07:05	13687952	  -6.0	1
 2019-05-26 05:08:43	13746032	  -4.0	1
 2019-05-26 05:10:38	13813024	  -8.0	1
 2019-05-26 05:12:07	13866096	  -11.0	1
 2019-05-26 05:14:22	13944912	  -3.0	1
 2019-05-26 05:15:47	13994960	  -12.0	1
 2019-05-26 05:17:45	14064688	  -5.0	1
 2019-05-26 05:19:08	14113072	  -12.0	1
 2019-05-26 05:21:05	14182048	  -6.0	1
 2019-05-26 05:23:02	14248544	  3.0	1
 2019-05-26 05:24:31	14300272	  -9.0	1
 2019-05-26 05:25:50	14346880	  -10.0	1
 2019-05-26 05:27:21	14399088	  -7.0	1
 2019-05-26 05:29:30	14474864	  -1.0	1
 2019-05-26 05:31:47	14554864	  -3.0	1
 2019-05-26 05:32:48	14590752	  18.0	1
 2019-05-26 05:35:01	14668704	  5.0	1
 2019-05-26 05:36:46	14730176	  -1.0	1
 2019-05-26 05:38:34	14792832	  -5.0	1
 2019-05-26 05:40:17	14853344	  -1.0	1
 2019-05-26 05:42:18	14924128	  -10.0	1
 2019-05-26 05:44:15	14992800	  -7.0	1
 2019-05-26 05:45:38	15041408	  8.0	1
 2019-05-26 05:47:01	15090064	  -11.0	1
 2019-05-26 05:49:07	15163856	  3.0	1
 2019-05-26 05:51:07	15234288	  -6.0	1
 2019-05-26 05:53:18	15310464	  -1.0	1
 2019-05-26 05:55:03	15371520	  1.0	1
 2019-05-26 05:56:43	15429888	  -1.0	1
 2019-05-26 05:58:17	15483840	  -5.0	1
 2019-05-26 06:00:11	15549296	  -1.0	1
 2019-05-26 06:01:32	15596048	  13.0	1
 2019-05-26 06:03:00	15647328	  -9.0	1
 2019-05-26 06:05:18	15728224	  2.0	1
 2019-05-26 06:07:17	15798272	  -4.0	1
 2019-05-26 06:09:07	15861536	  -5.0	1
 2019-05-26 06:11:02	15928544	  -5.0	1
 2019-05-26 06:12:18	15973184	  16.0	1
 2019-05-26 06:13:59	16031536	  11.0	1
 2019-05-26 06:16:19	16113504	  -3.0	1
 2019-05-26 06:18:02	16174160	  6.0	1
 2019-05-26 06:20:01	16242816	  -3.0	1
 2019-05-26 06:22:08	16316512	  -2.0	1
 2019-05-26 06:24:22	16394000	  3.0	1
 2019-05-26 06:26:06	16454224	  5.0	1
 2019-05-26 06:27:45	16511536	  1.0	1
 2019-05-26 06:29:10	16560080	  10.0	1
 2019-05-26 06:31:13	16632512	  5.0	1
 2019-05-26 06:32:35	16679824	  -13.0	1
 2019-05-26 06:34:26	16744512	  -4.0	1
 2019-05-26 06:35:58	16798400	  -2.0	1
 2019-05-26 06:37:59	16868672	  1.0	1
 2019-05-26 06:39:32	16922064	  12.0	1
 2019-05-26 06:41:01	16973504	  6.0	1
 2019-05-26 06:42:30	17025120	  9.0	1
 2019-05-26 06:44:35	17097104	  -1.0	1
 2019-05-26 06:45:59	17145792	  8.0	1
 2019-05-26 06:47:44	17205968	  6.0	1
 2019-05-26 06:49:35	17269664	  3.0	1
 2019-05-26 06:50:56	17316032	  -9.0	1
 2019-05-26 06:52:25	17367248	  12.0	1
 2019-05-26 06:54:01	17423360	  7.0	1
 2019-05-26 06:55:28	17473808	  -8.0	1
 2019-05-26 06:57:17	17536416	  3.0	1
 2019-05-26 06:58:40	17584224	  9.0	1
 2019-05-26 07:00:09	17635104	  -12.0	1
 2019-05-26 07:01:20	17676176	  14.0	1
 2019-05-26 07:03:06	17737536	  3.0	1
 2019-05-26 07:04:18	17779072	  14.0	1
 2019-05-26 07:05:47	17830400	  5.0	1
 2019-05-26 07:07:58	17906176	  -2.0	1
 2019-05-26 07:09:46	17967552	  4.0	1
 2019-05-26 07:11:10	18016688	  12.0	1
 2019-05-26 07:12:47	18072400	  13.0	1
 2019-05-26 07:14:22	18127344	  11.0	1
 2019-05-26 07:16:02	18185408	  1.0	1
 2019-05-26 07:17:42	18242720	  7.0	1
 2019-05-26 07:19:25	18301216	  9.0	1
 2019-05-26 07:21:08	18360080	  2.0	1
 2019-05-26 07:22:48	18417040	  5.0	1
 2019-05-26 07:24:23	18471872	  4.0	1
 2019-05-26 07:26:25	18541072	  8.0	1
 2019-05-26 07:28:25	18610064	  -2.0	1
 2019-05-26 07:30:10	18669616	  8.0	1
 2019-05-26 07:31:52	18728480	  13.0	1
 2019-05-26 07:33:37	18788832	  9.0	1
 2019-05-26 07:35:17	18846800	  11.0	1
 2019-05-26 07:36:52	18902080	  9.0	1
 2019-05-26 07:38:17	18950688	  -11.0	1
 2019-05-26 07:40:00	19010208	  13.0	1
 2019-05-26 07:41:55	19076784	  9.0	1
 2019-05-26 07:43:49	19142432	  3.0	1
 2019-05-26 07:45:43	19208144	  1.0	1
 2019-05-26 07:47:17	19262432	  -10.0	1
 2019-05-26 07:49:15	19329984	  7.0	1
 2019-05-26 07:51:25	19404944	  3.0	1
 2019-05-26 07:52:46	19451280	  15.0	1
 2019-05-26 07:54:53	19524816	  -4.0	1
 2019-05-26 07:56:29	19580512	  11.0	1
 2019-05-26 07:58:16	19642096	  10.0	1
 2019-05-26 07:59:54	19698304	  7.0	1
 2019-05-26 08:01:54	19766992	  9.0	1
 2019-05-26 08:03:27	19820272	  8.0	1
 2019-05-26 08:05:01	19874176	  9.0	1
 2019-05-26 08:06:31	19925696	  11.0	1
 2019-05-26 08:08:08	19982320	  18.0	1
 2019-05-26 08:09:53	20042720	  6.0	1
 2019-05-26 08:11:44	20105920	  6.0	1
 2019-05-26 08:12:46	20141648	  17.0	1
 2019-05-26 08:14:31	20202304	  11.0	1
 2019-05-26 08:16:36	20274080	  11.0	1
 2019-05-26 08:18:17	20332224	  -5.0	1
 2019-05-26 08:20:09	20396448	  10.0	1
 2019-05-26 08:21:52	20454528	  3.0	1
 2019-05-26 08:23:26	20508928	  14.0	1
 2019-05-26 08:24:29	20545392	  18.0	1
 2019-05-26 08:26:04	20599984	  9.0	1
 2019-05-26 08:27:15	20640528	  16.0	1
 2019-05-26 08:29:26	20716000	  5.0	1
 2019-05-26 08:31:04	20771936	  10.0	1
 2019-05-26 08:32:12	20810448	  17.0	1
 2019-05-26 08:33:35	20858080	  20.0	1
 2019-05-26 08:35:20	20918976	  7.0	1
 2019-05-26 08:37:19	20987648	  10.0	1
 2019-05-26 08:39:01	21046240	  12.0	1
 2019-05-26 08:40:36	21100848	  11.0	1
 2019-05-26 08:42:19	21160576	  6.0	1
 2019-05-26 08:43:23	21198048	  17.0	1
 2019-05-26 08:44:58	21252912	  9.0	1
 2019-05-26 08:46:11	21295120	  16.0	1
 2019-05-26 08:47:17	21333344	  19.0	1
 2019-05-26 08:48:46	21384560	  12.0	1
 2019-05-26 09:55:47	21440672	  8.0	1
 2019-05-26 09:57:51	21509952	  2.0	1
 2019-05-26 09:59:37	21567296	  15.0	1
 2019-05-26 10:00:59	21613632	  10.0	1
 2019-05-26 10:02:40	21671520	  13.0	1
 2019-05-26 10:04:24	21731840	  8.0	1
 2019-05-26 10:05:53	21782224	  17.0	1
 2019-05-26 10:07:14	21828880	  13.0	1
 2019-05-26 10:08:46	21879344	  17.0	1
 2019-05-26 10:10:42	21943760	  8.0	1
 2019-05-26 10:12:27	22004656	  14.0	1
 2019-05-26 10:13:49	22051088	  12.0	1
 2019-05-26 10:15:00	22092512	  19.0	1
 2019-05-26 10:17:20	22169760	  -2.0	1
 2019-05-26 10:18:59	22226320	  4.0	1
 2019-05-26 10:20:26	22276656	  16.0	1
 2019-05-26 10:21:54	22326768	  15.0	1
 2019-05-26 10:23:15	22371536	  14.0	1
 2019-05-26 10:25:00	22432096	  12.0	1
 2019-05-26 10:29:25	22483984	  17.0	1
 2019-05-26 10:31:09	22539824	  8.0	1
 2019-05-26 10:32:35	22587952	  12.0	1
 2019-05-26 10:34:54	22649120	  7.0	1
 2019-05-26 10:36:49	22706304	  3.0	1
 2019-05-26 10:38:26	22761968	  7.0	1
 2019-05-26 10:40:45	22835872	  9.0	1
 2019-05-26 10:42:31	22892976	  11.0	1
 2019-05-26 10:46:21	22933776	  17.0	1
 2019-05-26 10:48:10	22993328	  8.0	1
 2019-05-26 10:50:07	23052176	  7.0	1
 2019-05-26 10:51:58	23109952	  12.0	1
 2019-05-26 11:07:44	23166320	  11.0	1
 2019-05-26 11:09:30	23222688	  14.0	1
 2019-05-26 11:11:14	23281792	  13.0	1
 2019-05-26 11:13:12	23346752	  8.0	1
 2019-05-26 11:14:26	23388320	  17.0	1
 2019-05-26 11:16:07	23444272	  15.0	1
 2019-05-26 11:17:30	23491824	  18.0	1
 2019-05-26 11:18:57	23541056	  11.0	1
 2019-05-26 11:21:01	23611488	  10.0	1
 2019-05-26 11:23:00	23677936	  14.0	1
 2019-05-26 11:24:53	23741920	  8.0	1
 2019-05-26 11:26:32	23799152	  12.0	1
 2019-05-26 11:28:36	23869984	  -6.0	1
 2019-05-26 11:30:30	23935440	  15.0	1
 2019-05-26 11:32:42	24009152	  3.0	1
 2019-05-26 11:34:34	24072544	  9.0	1
 2019-05-26 11:36:44	24143520	  12.0	1
 2019-05-26 11:38:57	24215232	  11.0	1
 2019-05-26 11:40:17	24260912	  9.0	1
 2019-05-26 11:42:10	24325824	  16.0	1
 2019-05-26 11:43:56	24386880	  -10.0	1
 2019-05-26 11:44:58	24422544	  19.0	1
 2019-05-26 11:46:46	24484176	  -5.0	1
 2019-05-26 11:48:33	24545216	  11.0	1
 2019-05-26 11:50:27	24610848	  12.0	1
 2019-05-26 11:52:37	24677520	  6.0	1
 2019-05-26 11:53:49	24715120	  16.0	1
 2019-05-26 11:55:21	24763744	  15.0	1
 2019-05-26 11:57:15	24824128	  14.0	1
 2019-05-26 11:58:54	24876320	  12.0	1
 2019-05-26 12:00:55	24941200	  13.0	1
 2019-05-26 12:03:01	25006224	  12.0	1
 2019-05-26 12:05:08	25067616	  8.0	1
 2019-05-26 12:06:24	25105360	  17.0	1
 2019-05-26 12:08:16	25162736	  17.0	1
 2019-05-26 12:10:05	25223968	  12.0	1
 2019-05-26 12:11:10	25260256	  -18.0	1
 2019-05-26 12:13:05	25324896	  5.0	1
 2019-05-26 12:14:28	25371456	  13.0	1
 2019-05-26 12:16:15	25430464	  -13.0	1
 2019-05-26 12:18:10	25493840	  10.0	1
 2019-05-26 12:19:44	25547920	  14.0	1
 2019-05-26 12:21:21	25602192	  19.0	1
 2019-05-26 12:23:10	25661648	  8.0	1
 2019-05-26 12:24:53	25720432	  10.0	1
 2019-05-26 12:27:13	25797136	  9.0	1
 2019-05-26 12:28:41	25844944	  17.0	1
 2019-05-26 12:30:22	25901200	  6.0	1
 2019-05-26 12:32:20	25965664	  13.0	1
 2019-05-26 12:34:24	26029632	  12.0	1
 2019-05-26 12:36:07	26086208	  16.0	1
 2019-05-26 12:38:01	26148928	  14.0	1
 2019-05-26 12:39:37	26202320	  8.0	1
 2019-05-26 12:41:11	26254160	  9.0	1
 2019-05-26 12:42:51	26309664	  13.0	1
 2019-05-26 12:44:27	26362976	  16.0	1
 2019-05-26 12:46:09	26419488	  9.0	1
 2019-05-26 12:48:33	26495008	  10.0	1
 2019-05-26 12:50:29	26555552	  12.0	1
 2019-05-26 12:52:45	26623648	  4.0	1
 2019-05-26 12:54:37	26676464	  17.0	1
 2019-05-26 12:56:48	26745600	  8.0	1
 2019-05-26 12:59:03	26818032	  4.0	1
 2019-05-26 13:00:38	26869488	  14.0	1
 2019-05-26 13:02:32	26928064	  14.0	1
 2019-05-26 13:04:08	26982848	  15.0	1
 2019-05-26 13:05:41	27032912	  20.0	1
 2019-05-26 13:07:46	27100592	  3.0	1
 2019-05-26 13:10:06	27178000	  12.0	1
 2019-05-26 13:12:22	27249920	  3.0	1
 2019-05-26 13:14:03	27301488	  18.0	1
 2019-05-26 13:15:58	27362448	  15.0	1
 2019-05-26 13:18:05	27426048	  13.0	1
 2019-05-26 13:19:51	27479872	  13.0	1
 2019-05-26 13:21:16	27522032	  16.0	1
 2019-05-26 13:23:14	27583536	  7.0	1
 2019-05-26 13:24:24	27623120	  18.0	1
 2019-05-26 13:26:06	27679712	  15.0	1
 2019-05-26 13:28:00	27743104	  11.0	1
 2019-05-26 13:30:30	27821504	  8.0	1
 2019-05-26 13:32:28	27883424	  9.0	1
 2019-05-26 13:34:12	27939248	  10.0	1
 2019-05-26 13:35:43	27987920	  16.0	1
 2019-05-26 13:37:18	28040144	  14.0	1
 2019-05-26 13:38:50	28091824	  17.0	1
 2019-05-26 13:40:40	28153184	  11.0	1
 2019-05-26 13:42:34	28215536	  5.0	1
 2019-05-26 13:44:39	28278688	  13.0	1
 2019-05-26 13:46:44	28344048	  10.0	1
 2019-05-26 13:48:40	28403920	  14.0	1
 2019-05-26 13:50:03	28447216	  16.0	1
 2019-05-26 13:52:03	28510352	  11.0	1
 2019-05-26 13:54:02	28574208	  12.0	1
 2019-05-26 13:56:02	28639168	  12.0	1
 2019-05-26 13:57:41	28691104	  11.0	1
 2019-05-26 13:59:42	28756160	  8.0	1
 2019-05-26 14:01:10	28801760	  14.0	1
 2019-05-26 14:03:07	28863168	  2.0	1
 2019-05-26 14:04:15	28901264	  21.0	1
 2019-05-26 14:06:50	28989168	  2.0	1
 2019-05-26 14:08:08	29033840	  19.0	1
 2019-05-26 14:09:31	29081040	  11.0	1
 2019-05-26 14:11:49	29160752	  2.0	1
 2019-05-26 14:13:20	29212608	  13.0	1
 2019-05-26 14:15:29	29286544	  10.0	1
 2019-05-26 14:17:14	29346576	  16.0	1
 2019-05-26 14:19:06	29410128	  14.0	1
 2019-05-26 14:20:57	29472928	  12.0	1
 2019-05-26 14:22:07	29512944	  15.0	1
 2019-05-26 14:24:01	29578832	  11.0	1
 2019-05-26 14:25:17	29621584	  19.0	1
 2019-05-26 14:27:29	29689360	  15.0	1
 2019-05-26 14:29:57	29764704	  11.0	1
 2019-05-26 14:31:46	29826144	  18.0	1
 2019-05-26 14:33:58	29901488	  13.0	1
 2019-05-26 14:35:34	29955936	  13.0	1
 2019-05-26 14:37:23	30017184	  10.0	1
 2019-05-26 14:39:04	30071792	  17.0	1
 2019-05-26 14:40:31	30118032	  16.0	1
 2019-05-26 14:42:15	30168544	  16.0	1
 2019-05-26 14:44:06	30228048	  13.0	1
 2019-05-26 14:45:32	30275504	  16.0	1
 2019-05-26 14:47:30	30339248	  14.0	1
 2019-05-26 14:49:02	30388528	  15.0	1
 2019-05-26 14:50:52	30450992	  13.0	1
 2019-05-26 14:52:22	30498560	  13.0	1
 2019-05-26 14:54:16	30558704	  14.0	1
 2019-05-26 14:56:01	30613856	  10.0	1
 2019-05-26 14:57:38	30666416	  10.0	1
 2019-05-26 14:59:33	30731360	  12.0	1
 2019-05-26 15:00:44	30772432	  17.0	1
 2019-05-26 15:03:02	30851376	  10.0	1
 2019-05-26 15:05:07	30922768	  10.0	1
 2019-05-26 15:06:43	30978016	  16.0	1
 2019-05-26 15:08:29	31038576	  10.0	1
 2019-05-26 15:09:44	31081136	  18.0	1
 2019-05-26 15:11:13	31132704	  14.0	1
 2019-05-26 15:12:39	31182336	  14.0	1
 2019-05-26 15:14:05	31231392	  13.0	1
 2019-05-26 15:16:05	31300208	  10.0	1
 2019-05-26 15:18:21	31377840	  8.0	1
 2019-05-26 15:20:16	31443904	  11.0	1
 2019-05-26 15:21:53	31499824	  13.0	1
 2019-05-26 15:23:35	31557968	  7.0	1
 2019-05-26 15:25:15	31615072	  12.0	1
 2019-05-26 15:26:39	31663232	  13.0	1
 2019-05-26 15:28:27	31725056	  -8.0	1
 2019-05-26 15:30:21	31790240	  12.0	1
 2019-05-26 15:32:06	31850368	  5.0	1
 2019-05-26 15:33:51	31910624	  13.0	1
 2019-05-26 15:35:42	31974128	  12.0	1
 2019-05-26 15:37:37	32040496	  9.0	1
 2019-05-26 15:39:17	32097088	  17.0	1
 2019-05-26 15:40:43	32146000	  17.0	1
 2019-05-26 15:42:27	32205552	  13.0	1
 2019-05-26 15:44:47	32285872	  8.0	1
 2019-05-26 15:45:48	32321024	  19.0	1
 2019-05-26 15:48:26	32406464	  1.0	1
 2019-05-26 15:50:33	32474832	  2.0	1
 2019-05-26 15:52:25	32535264	  13.0	1
 2019-05-26 15:54:03	32588672	  15.0	1
 2019-05-26 15:56:07	32659296	  13.0	1
 2019-05-26 15:58:11	32728656	  14.0	1
 2019-05-26 15:59:26	32771632	  15.0	1
 2019-05-26 16:01:51	32854688	  11.0	1
 2019-05-26 16:07:16	32916192	  14.0	1
 2019-05-26 17:29:25	32974944	  14.0	1
 2019-05-26 17:31:00	33025376	  17.0	1
 2019-05-26 17:32:51	33088656	  8.0	1
 2019-05-26 17:34:28	33144688	  15.0	1
 2019-05-26 17:36:08	33201968	  15.0	1
 2019-05-26 17:37:29	33248704	  13.0	1
 2019-05-26 17:39:02	33301760	  18.0	1
 2019-05-26 17:40:49	33363072	  15.0	1
 2019-05-26 17:42:12	33410400	  21.0	1
 2019-05-26 17:44:03	33474320	  15.0	1
 2019-05-26 17:45:51	33535376	  14.0	1
 2019-05-26 17:47:07	33579264	  18.0	1
 2019-05-26 17:48:29	33626192	  16.0	1
 2019-05-26 17:50:07	33682576	  14.0	1
 2019-05-26 17:51:47	33739488	  12.0	1
 2019-05-26 17:53:39	33803744	  10.0	1
 2019-05-26 17:55:05	33852784	  20.0	1
 2019-05-26 17:56:39	33906320	  17.0	1
 2019-05-26 17:58:58	33985200	  2.0	1
 2019-05-26 18:00:36	34041120	  9.0	1
 2019-05-26 18:02:20	34099296	  17.0	1
 2019-05-26 18:03:37	34143360	  17.0	1
 2019-05-26 18:05:39	34213440	  6.0	1
 2019-05-26 18:06:54	34255456	  18.0	1
 2019-05-26 18:08:50	34321488	  15.0	1
 2019-05-26 18:10:28	34377440	  14.0	1
 2019-05-26 18:12:19	34439984	  14.0	1
 2019-05-26 18:14:47	34524784	  11.0	1
 2019-05-26 18:16:21	34578528	  10.0	1
 2019-05-26 18:18:25	34650096	  15.0	1
 2019-05-26 18:20:24	34718112	  6.0	1
 2019-05-26 18:22:06	34776320	  11.0	1
 2019-05-26 18:23:30	34824768	  19.0	1
 2019-05-26 18:25:23	34889088	  11.0	1
 2019-05-26 18:27:06	34948304	  15.0	1
 2019-05-26 18:28:47	35006496	  14.0	1
 2019-05-26 18:29:50	35042080	  18.0	1
 2019-05-26 18:31:30	35100000	  15.0	1
 2019-05-26 18:33:06	35154304	  14.0	1
 2019-05-26 18:35:10	35225568	  8.0	1
 2019-05-26 18:36:16	35263280	  17.0	1
 2019-05-26 18:37:43	35313168	  18.0	1
 2019-05-26 18:39:35	35377728	  10.0	1
 2019-05-26 18:40:59	35425072	  18.0	1
 2019-05-26 18:43:00	35481744	  17.0	1
 2019-05-26 18:44:48	35539856	  14.0	1
 2019-05-26 18:46:06	35579424	  18.0	1
 2019-05-26 18:47:37	35630208	  10.0	1
 2019-05-26 18:49:47	35705216	  9.0	1
 2019-05-26 18:51:04	35749392	  20.0	1
 2019-05-26 18:52:33	35798944	  12.0	1
 2019-05-26 18:53:54	35844896	  16.0	1
 2019-05-26 18:55:40	35905392	  11.0	1
 2019-05-26 18:57:00	35948672	  18.0	1
 2019-05-26 18:58:49	36005680	  20.0	1
 2019-05-26 19:00:01	36046160	  19.0	1
 2019-05-26 19:01:23	36093584	  17.0	1
 2019-05-26 19:02:36	36134608	  15.0	1
 2019-05-26 19:03:59	36182576	  16.0	1
 2019-05-26 19:05:02	36219024	  18.0	1
 2019-05-26 19:06:19	36263040	  16.0	1
 2019-05-26 19:08:04	36323200	  12.0	1
 2019-05-26 19:09:15	36363840	  18.0	1
 2019-05-26 19:10:46	36413808	  15.0	1
 2019-05-26 19:12:17	36459504	  16.0	1
 2019-05-26 19:13:56	36511744	  14.0	1
 2019-05-26 19:15:53	36578896	  14.0	1
 2019-05-26 19:17:22	36630960	  17.0	1
 2019-05-26 19:19:13	36695408	  7.0	1
 2019-05-26 19:20:52	36753232	  16.0	1
 2019-05-26 19:22:32	36811584	  17.0	1
 2019-05-26 19:24:03	36863680	  15.0	1
 2019-05-26 19:25:27	36912240	  17.0	1
 2019-05-26 19:26:48	36959408	  17.0	1
 2019-05-26 19:28:13	37009600	  17.0	1
 2019-05-26 19:29:55	37068400	  14.0	1
 2019-05-26 19:31:17	37115200	  20.0	1
 2019-05-26 19:33:08	37179616	  12.0	1
 2019-05-26 19:34:23	37222416	  18.0	1
 2019-05-26 19:35:57	37277104	  18.0	1
 2019-05-26 19:37:26	37328480	  14.0	1
 2019-05-26 19:38:46	37374448	  10.0	1
 2019-05-26 19:40:06	37420608	  13.0	1
 2019-05-26 19:42:02	37486864	  9.0	1
 2019-05-26 19:43:27	37535136	  12.0	1
 2019-05-26 19:45:00	37586224	  14.0	1
 2019-05-26 19:46:43	37645088	  13.0	1
 2019-05-26 19:48:29	37706288	  18.0	1
 2019-05-26 19:50:01	37758816	  11.0	1
 2019-05-26 19:51:29	37809536	  14.0	1
 2019-05-26 19:53:34	37880528	  10.0	1
 2019-05-26 19:55:08	37935152	  18.0	1
 2019-05-26 19:56:32	37982560	  15.0	1
 2019-05-26 19:57:54	38030320	  16.0	1
 2019-05-26 19:59:22	38080208	  15.0	1
 2019-05-26 20:00:50	38130672	  19.0	1
 2019-05-26 20:02:25	38185296	  11.0	1
 2019-05-26 20:03:58	38238192	  16.0	1
 2019-05-26 20:05:29	38290192	  20.0	1
 2019-05-26 20:07:09	38347056	  18.0	1
 2019-05-26 20:08:48	38403760	  14.0	1
 2019-05-26 20:10:05	38447984	  15.0	1
 2019-05-26 20:11:26	38493552	  16.0	1
 2019-05-26 20:12:41	38536640	  13.0	1
 2019-05-26 20:14:14	38590000	  10.0	1
 2019-05-26 20:15:25	38630624	  19.0	1
 2019-05-26 20:16:45	38676896	  20.0	1
 2019-05-26 20:18:06	38723664	  15.0	1
 2019-05-26 20:19:30	38772144	  15.0	1
 2019-05-26 20:20:51	38818608	  14.0	1
 2019-05-26 20:22:27	38874000	  17.0	1
 2019-05-26 20:23:55	38924432	  19.0	1
 2019-05-26 20:25:10	38967872	  15.0	1
 2019-05-26 20:26:34	39015856	  15.0	1
 2019-05-26 20:28:19	39076256	  11.0	1
 2019-05-26 20:29:52	39130272	  19.0	1
 2019-05-26 20:34:26	39179424	  12.0	1
 2019-05-26 20:36:06	39233024	  17.0	1
 2019-05-26 20:37:22	39273264	  18.0	1
 2019-05-26 20:39:20	39336224	  11.0	1
 2019-05-26 20:40:30	39373584	  20.0	1
 2019-05-26 20:41:54	39418752	  13.0	1
 2019-05-26 20:43:14	39460752	  16.0	1
 2019-05-26 20:44:46	39512176	  11.0	1
 2019-05-26 20:46:10	39559376	  16.0	1
 2019-05-26 20:47:28	39603536	  19.0	1
 2019-05-26 20:48:43	39644320	  17.0	1
 2019-05-26 20:49:57	39684112	  18.0	1
 2019-05-26 20:51:24	39733392	  13.0	1
 2019-05-26 20:52:59	39786880	  18.0	1
 2019-05-26 20:54:21	39829776	  19.0	1
 2019-05-26 20:56:10	39887104	  17.0	1
 2019-05-26 20:57:29	39930416	  16.0	1
 2019-05-26 20:58:38	39970320	  19.0	1
 2019-05-26 20:59:59	40015376	  16.0	1
 2019-05-26 21:03:17	40064416	  17.0	1
 2019-05-26 21:04:36	40109232	  20.0	1
 2019-05-26 21:11:04	40162160	  15.0	1
 2019-05-26 21:12:40	40213120	  14.0	1
 2019-05-26 21:14:11	40262208	  16.0	1
 2019-05-26 21:15:14	40297088	  18.0	1
 2019-05-26 21:17:57	40350096	  16.0	1
 2019-05-26 21:24:25	40402912	  16.0	1
 2019-05-26 21:26:11	40462656	  14.0	1
 2019-05-26 21:27:37	40510256	  17.0	1
 2019-05-26 21:28:57	40555504	  15.0	1
 2019-05-26 21:30:19	40602896	  15.0	1
 2019-05-26 21:32:05	40663568	  12.0	1
 2019-05-26 21:33:19	40705648	  18.0	1
 2019-05-26 21:34:44	40754256	  13.0	1
 2019-05-26 21:36:09	40802720	  11.0	1
 2019-05-26 21:37:27	40847328	  16.0	1
 2019-05-26 21:38:47	40893488	  14.0	1
 2019-05-26 21:40:13	40941840	  13.0	1
 2019-05-26 21:41:27	40984672	  17.0	1
 2019-05-26 21:42:40	41026464	  12.0	1
 2019-05-26 21:43:53	41068016	  20.0	1
 2019-05-26 21:45:23	41119344	  18.0	1
 2019-05-26 21:46:23	41154128	  21.0	1
 2019-05-26 21:47:47	41202160	  18.0	1
 2019-05-26 21:49:15	41252496	  12.0	1
 2019-05-26 21:50:28	41294128	  20.0	1
 2019-05-26 21:51:52	41342160	  13.0	1
 2019-05-26 21:53:10	41386864	  16.0	1
 2019-05-26 21:54:14	41423536	  20.0	1
 2019-05-26 21:55:49	41478240	  10.0	1
 2019-05-26 21:57:10	41524400	  16.0	1
 2019-05-26 21:59:06	41590608	  5.0	1
 2019-05-26 22:00:17	41630992	  16.0	1
 2019-05-26 22:01:24	41669680	  18.0	1
 2019-05-26 22:02:55	41721808	  19.0	1
 2019-05-26 22:04:08	41763088	  19.0	1
 2019-05-26 22:05:35	41813344	  14.0	1
 2019-05-26 22:06:53	41858176	  16.0	1
 2019-05-26 22:08:04	41898416	  15.0	1
 2019-05-26 22:09:14	41938000	  17.0	1
